qid,tid,,
14212,24,,"insert into question_tag (qid, tid) values(14212, 24);"
14213,26,,"insert into question_tag (qid, tid) values(14213, 26);"
14214,11,,"insert into question_tag (qid, tid) values(14214, 11);"
14215,25,,"insert into question_tag (qid, tid) values(14215, 25);"
14216,5,,"insert into question_tag (qid, tid) values(14216, 5);"
14217,28,,"insert into question_tag (qid, tid) values(14217, 28);"
14218,11,,"insert into question_tag (qid, tid) values(14218, 11);"
14219,8,,"insert into question_tag (qid, tid) values(14219, 8);"
14220,40,,"insert into question_tag (qid, tid) values(14220, 40);"
14221,9,,"insert into question_tag (qid, tid) values(14221, 9);"
14222,21,,"insert into question_tag (qid, tid) values(14222, 21);"
14223,5,,"insert into question_tag (qid, tid) values(14223, 5);"
14224,33,,"insert into question_tag (qid, tid) values(14224, 33);"
14225,17,,"insert into question_tag (qid, tid) values(14225, 17);"
14226,19,,"insert into question_tag (qid, tid) values(14226, 19);"
14227,40,,"insert into question_tag (qid, tid) values(14227, 40);"
14228,7,,"insert into question_tag (qid, tid) values(14228, 7);"
14229,8,,"insert into question_tag (qid, tid) values(14229, 8);"
14230,31,,"insert into question_tag (qid, tid) values(14230, 31);"
14231,24,,"insert into question_tag (qid, tid) values(14231, 24);"
14232,12,,"insert into question_tag (qid, tid) values(14232, 12);"
14233,14,,"insert into question_tag (qid, tid) values(14233, 14);"
14234,31,,"insert into question_tag (qid, tid) values(14234, 31);"
14235,32,,"insert into question_tag (qid, tid) values(14235, 32);"
14236,16,,"insert into question_tag (qid, tid) values(14236, 16);"
14237,4,,"insert into question_tag (qid, tid) values(14237, 4);"
14238,1,,"insert into question_tag (qid, tid) values(14238, 1);"
14239,21,,"insert into question_tag (qid, tid) values(14239, 21);"
14240,41,,"insert into question_tag (qid, tid) values(14240, 41);"
14241,13,,"insert into question_tag (qid, tid) values(14241, 13);"
14242,8,,"insert into question_tag (qid, tid) values(14242, 8);"
14243,41,,"insert into question_tag (qid, tid) values(14243, 41);"
14244,21,,"insert into question_tag (qid, tid) values(14244, 21);"
14245,37,,"insert into question_tag (qid, tid) values(14245, 37);"
14246,39,,"insert into question_tag (qid, tid) values(14246, 39);"
14247,3,,"insert into question_tag (qid, tid) values(14247, 3);"
14248,22,,"insert into question_tag (qid, tid) values(14248, 22);"
14249,31,,"insert into question_tag (qid, tid) values(14249, 31);"
14250,6,,"insert into question_tag (qid, tid) values(14250, 6);"
14251,12,,"insert into question_tag (qid, tid) values(14251, 12);"
14252,40,,"insert into question_tag (qid, tid) values(14252, 40);"
14253,23,,"insert into question_tag (qid, tid) values(14253, 23);"
14254,22,,"insert into question_tag (qid, tid) values(14254, 22);"
14255,37,,"insert into question_tag (qid, tid) values(14255, 37);"
14256,27,,"insert into question_tag (qid, tid) values(14256, 27);"
14257,37,,"insert into question_tag (qid, tid) values(14257, 37);"
14258,23,,"insert into question_tag (qid, tid) values(14258, 23);"
14259,16,,"insert into question_tag (qid, tid) values(14259, 16);"
14260,28,,"insert into question_tag (qid, tid) values(14260, 28);"
14261,24,,"insert into question_tag (qid, tid) values(14261, 24);"
14262,28,,"insert into question_tag (qid, tid) values(14262, 28);"
14263,14,,"insert into question_tag (qid, tid) values(14263, 14);"
14264,20,,"insert into question_tag (qid, tid) values(14264, 20);"
14265,3,,"insert into question_tag (qid, tid) values(14265, 3);"
14266,35,,"insert into question_tag (qid, tid) values(14266, 35);"
14267,7,,"insert into question_tag (qid, tid) values(14267, 7);"
14268,27,,"insert into question_tag (qid, tid) values(14268, 27);"
14269,8,,"insert into question_tag (qid, tid) values(14269, 8);"
14270,3,,"insert into question_tag (qid, tid) values(14270, 3);"
14271,41,,"insert into question_tag (qid, tid) values(14271, 41);"
14272,23,,"insert into question_tag (qid, tid) values(14272, 23);"
14273,35,,"insert into question_tag (qid, tid) values(14273, 35);"
14274,17,,"insert into question_tag (qid, tid) values(14274, 17);"
14275,36,,"insert into question_tag (qid, tid) values(14275, 36);"
14276,28,,"insert into question_tag (qid, tid) values(14276, 28);"
14277,41,,"insert into question_tag (qid, tid) values(14277, 41);"
14278,21,,"insert into question_tag (qid, tid) values(14278, 21);"
14279,17,,"insert into question_tag (qid, tid) values(14279, 17);"
14280,36,,"insert into question_tag (qid, tid) values(14280, 36);"
14281,8,,"insert into question_tag (qid, tid) values(14281, 8);"
14282,14,,"insert into question_tag (qid, tid) values(14282, 14);"
14283,34,,"insert into question_tag (qid, tid) values(14283, 34);"
14284,8,,"insert into question_tag (qid, tid) values(14284, 8);"
14285,23,,"insert into question_tag (qid, tid) values(14285, 23);"
14286,36,,"insert into question_tag (qid, tid) values(14286, 36);"
14287,23,,"insert into question_tag (qid, tid) values(14287, 23);"
14288,24,,"insert into question_tag (qid, tid) values(14288, 24);"
14289,27,,"insert into question_tag (qid, tid) values(14289, 27);"
14290,41,,"insert into question_tag (qid, tid) values(14290, 41);"
14291,19,,"insert into question_tag (qid, tid) values(14291, 19);"
14292,12,,"insert into question_tag (qid, tid) values(14292, 12);"
14293,40,,"insert into question_tag (qid, tid) values(14293, 40);"
14294,9,,"insert into question_tag (qid, tid) values(14294, 9);"
14295,9,,"insert into question_tag (qid, tid) values(14295, 9);"
14296,17,,"insert into question_tag (qid, tid) values(14296, 17);"
14297,24,,"insert into question_tag (qid, tid) values(14297, 24);"
14298,15,,"insert into question_tag (qid, tid) values(14298, 15);"
14299,12,,"insert into question_tag (qid, tid) values(14299, 12);"
14300,23,,"insert into question_tag (qid, tid) values(14300, 23);"
14301,9,,"insert into question_tag (qid, tid) values(14301, 9);"
14302,33,,"insert into question_tag (qid, tid) values(14302, 33);"
14303,33,,"insert into question_tag (qid, tid) values(14303, 33);"
14304,17,,"insert into question_tag (qid, tid) values(14304, 17);"
14305,17,,"insert into question_tag (qid, tid) values(14305, 17);"
14306,27,,"insert into question_tag (qid, tid) values(14306, 27);"
14307,5,,"insert into question_tag (qid, tid) values(14307, 5);"
14308,41,,"insert into question_tag (qid, tid) values(14308, 41);"
14309,40,,"insert into question_tag (qid, tid) values(14309, 40);"
14310,6,,"insert into question_tag (qid, tid) values(14310, 6);"
14311,41,,"insert into question_tag (qid, tid) values(14311, 41);"
14312,9,,"insert into question_tag (qid, tid) values(14312, 9);"
14313,2,,"insert into question_tag (qid, tid) values(14313, 2);"
14314,3,,"insert into question_tag (qid, tid) values(14314, 3);"
14315,2,,"insert into question_tag (qid, tid) values(14315, 2);"
14316,9,,"insert into question_tag (qid, tid) values(14316, 9);"
14317,37,,"insert into question_tag (qid, tid) values(14317, 37);"
14318,21,,"insert into question_tag (qid, tid) values(14318, 21);"
14319,8,,"insert into question_tag (qid, tid) values(14319, 8);"
14320,10,,"insert into question_tag (qid, tid) values(14320, 10);"
14321,4,,"insert into question_tag (qid, tid) values(14321, 4);"
14322,20,,"insert into question_tag (qid, tid) values(14322, 20);"
14323,5,,"insert into question_tag (qid, tid) values(14323, 5);"
14324,34,,"insert into question_tag (qid, tid) values(14324, 34);"
14325,38,,"insert into question_tag (qid, tid) values(14325, 38);"
14326,1,,"insert into question_tag (qid, tid) values(14326, 1);"
14327,15,,"insert into question_tag (qid, tid) values(14327, 15);"
14328,13,,"insert into question_tag (qid, tid) values(14328, 13);"
14329,2,,"insert into question_tag (qid, tid) values(14329, 2);"
14330,1,,"insert into question_tag (qid, tid) values(14330, 1);"
14331,26,,"insert into question_tag (qid, tid) values(14331, 26);"
14332,29,,"insert into question_tag (qid, tid) values(14332, 29);"
14333,39,,"insert into question_tag (qid, tid) values(14333, 39);"
14334,15,,"insert into question_tag (qid, tid) values(14334, 15);"
14335,12,,"insert into question_tag (qid, tid) values(14335, 12);"
14336,37,,"insert into question_tag (qid, tid) values(14336, 37);"
14337,26,,"insert into question_tag (qid, tid) values(14337, 26);"
14338,4,,"insert into question_tag (qid, tid) values(14338, 4);"
14339,39,,"insert into question_tag (qid, tid) values(14339, 39);"
14340,11,,"insert into question_tag (qid, tid) values(14340, 11);"
14341,22,,"insert into question_tag (qid, tid) values(14341, 22);"
14342,4,,"insert into question_tag (qid, tid) values(14342, 4);"
14343,11,,"insert into question_tag (qid, tid) values(14343, 11);"
14344,17,,"insert into question_tag (qid, tid) values(14344, 17);"
14345,4,,"insert into question_tag (qid, tid) values(14345, 4);"
14346,41,,"insert into question_tag (qid, tid) values(14346, 41);"
14347,5,,"insert into question_tag (qid, tid) values(14347, 5);"
14348,29,,"insert into question_tag (qid, tid) values(14348, 29);"
14349,6,,"insert into question_tag (qid, tid) values(14349, 6);"
14350,37,,"insert into question_tag (qid, tid) values(14350, 37);"
14351,40,,"insert into question_tag (qid, tid) values(14351, 40);"
14352,14,,"insert into question_tag (qid, tid) values(14352, 14);"
14353,3,,"insert into question_tag (qid, tid) values(14353, 3);"
14354,9,,"insert into question_tag (qid, tid) values(14354, 9);"
14355,21,,"insert into question_tag (qid, tid) values(14355, 21);"
14356,19,,"insert into question_tag (qid, tid) values(14356, 19);"
14357,4,,"insert into question_tag (qid, tid) values(14357, 4);"
14358,41,,"insert into question_tag (qid, tid) values(14358, 41);"
14359,24,,"insert into question_tag (qid, tid) values(14359, 24);"
14360,8,,"insert into question_tag (qid, tid) values(14360, 8);"
14361,26,,"insert into question_tag (qid, tid) values(14361, 26);"
14362,16,,"insert into question_tag (qid, tid) values(14362, 16);"
14363,19,,"insert into question_tag (qid, tid) values(14363, 19);"
14364,33,,"insert into question_tag (qid, tid) values(14364, 33);"
14365,1,,"insert into question_tag (qid, tid) values(14365, 1);"
14366,25,,"insert into question_tag (qid, tid) values(14366, 25);"
14367,28,,"insert into question_tag (qid, tid) values(14367, 28);"
14368,2,,"insert into question_tag (qid, tid) values(14368, 2);"
14369,20,,"insert into question_tag (qid, tid) values(14369, 20);"
14370,4,,"insert into question_tag (qid, tid) values(14370, 4);"
14371,33,,"insert into question_tag (qid, tid) values(14371, 33);"
14372,14,,"insert into question_tag (qid, tid) values(14372, 14);"
14373,2,,"insert into question_tag (qid, tid) values(14373, 2);"
14374,33,,"insert into question_tag (qid, tid) values(14374, 33);"
14375,24,,"insert into question_tag (qid, tid) values(14375, 24);"
14376,9,,"insert into question_tag (qid, tid) values(14376, 9);"
14377,16,,"insert into question_tag (qid, tid) values(14377, 16);"
14378,18,,"insert into question_tag (qid, tid) values(14378, 18);"
14379,10,,"insert into question_tag (qid, tid) values(14379, 10);"
14380,22,,"insert into question_tag (qid, tid) values(14380, 22);"
14381,38,,"insert into question_tag (qid, tid) values(14381, 38);"
14382,31,,"insert into question_tag (qid, tid) values(14382, 31);"
14383,30,,"insert into question_tag (qid, tid) values(14383, 30);"
14384,8,,"insert into question_tag (qid, tid) values(14384, 8);"
14385,39,,"insert into question_tag (qid, tid) values(14385, 39);"
14386,16,,"insert into question_tag (qid, tid) values(14386, 16);"
14387,12,,"insert into question_tag (qid, tid) values(14387, 12);"
14388,9,,"insert into question_tag (qid, tid) values(14388, 9);"
14389,8,,"insert into question_tag (qid, tid) values(14389, 8);"
14390,37,,"insert into question_tag (qid, tid) values(14390, 37);"
14391,31,,"insert into question_tag (qid, tid) values(14391, 31);"
14392,23,,"insert into question_tag (qid, tid) values(14392, 23);"
14393,16,,"insert into question_tag (qid, tid) values(14393, 16);"
14394,6,,"insert into question_tag (qid, tid) values(14394, 6);"
14395,6,,"insert into question_tag (qid, tid) values(14395, 6);"
14396,1,,"insert into question_tag (qid, tid) values(14396, 1);"
14397,4,,"insert into question_tag (qid, tid) values(14397, 4);"
14398,11,,"insert into question_tag (qid, tid) values(14398, 11);"
14399,19,,"insert into question_tag (qid, tid) values(14399, 19);"
14400,3,,"insert into question_tag (qid, tid) values(14400, 3);"
14401,30,,"insert into question_tag (qid, tid) values(14401, 30);"
14402,39,,"insert into question_tag (qid, tid) values(14402, 39);"
14403,7,,"insert into question_tag (qid, tid) values(14403, 7);"
14404,24,,"insert into question_tag (qid, tid) values(14404, 24);"
14405,4,,"insert into question_tag (qid, tid) values(14405, 4);"
14406,4,,"insert into question_tag (qid, tid) values(14406, 4);"
14407,37,,"insert into question_tag (qid, tid) values(14407, 37);"
14408,26,,"insert into question_tag (qid, tid) values(14408, 26);"
14409,32,,"insert into question_tag (qid, tid) values(14409, 32);"
14410,30,,"insert into question_tag (qid, tid) values(14410, 30);"
14411,27,,"insert into question_tag (qid, tid) values(14411, 27);"
14412,16,,"insert into question_tag (qid, tid) values(14412, 16);"
14413,8,,"insert into question_tag (qid, tid) values(14413, 8);"
14414,6,,"insert into question_tag (qid, tid) values(14414, 6);"
14415,29,,"insert into question_tag (qid, tid) values(14415, 29);"
14416,2,,"insert into question_tag (qid, tid) values(14416, 2);"
14417,15,,"insert into question_tag (qid, tid) values(14417, 15);"
14418,39,,"insert into question_tag (qid, tid) values(14418, 39);"
14419,35,,"insert into question_tag (qid, tid) values(14419, 35);"
14420,39,,"insert into question_tag (qid, tid) values(14420, 39);"
14421,12,,"insert into question_tag (qid, tid) values(14421, 12);"
14422,18,,"insert into question_tag (qid, tid) values(14422, 18);"
14423,17,,"insert into question_tag (qid, tid) values(14423, 17);"
14424,36,,"insert into question_tag (qid, tid) values(14424, 36);"
14425,25,,"insert into question_tag (qid, tid) values(14425, 25);"
14426,17,,"insert into question_tag (qid, tid) values(14426, 17);"
14427,40,,"insert into question_tag (qid, tid) values(14427, 40);"
14428,29,,"insert into question_tag (qid, tid) values(14428, 29);"
14429,13,,"insert into question_tag (qid, tid) values(14429, 13);"
14430,37,,"insert into question_tag (qid, tid) values(14430, 37);"
14431,41,,"insert into question_tag (qid, tid) values(14431, 41);"
14432,12,,"insert into question_tag (qid, tid) values(14432, 12);"
14433,36,,"insert into question_tag (qid, tid) values(14433, 36);"
14434,31,,"insert into question_tag (qid, tid) values(14434, 31);"
14435,24,,"insert into question_tag (qid, tid) values(14435, 24);"
14436,17,,"insert into question_tag (qid, tid) values(14436, 17);"
14437,6,,"insert into question_tag (qid, tid) values(14437, 6);"
